,,ANSWERID,Question,Answer,URL,llama3.1,CorrectedQuestions
85,85,GHR_0000163_Sec1.txt,What is (are) celiac disease ? (Also called: celiac sprue; gluten enteropathy; sprue),"Celiac disease is a condition in which the immune system is abnormally sensitive to gluten, a protein found in wheat, rye, and barley. Celiac disease is an autoimmune disorder; autoimmune disorders occur when the immune system malfunctions and attacks the body's own tissues and organs. Without a strict, lifelong gluten-free diet, inflammation resulting from immune system overactivity may cause a wide variety of signs and symptoms involving many parts of the body.  Celiac disease can develop at any age after an individual starts eating foods containing gluten. The classic symptoms of the condition result from inflammation affecting the gastrointestinal tract. This inflammation damages the villi, which are small, finger-like projections that line the small intestine and provide a greatly increased surface area to absorb nutrients. In celiac disease, the villi become shortened and eventually flatten out. Intestinal damage causes diarrhea and poor absorption of nutrients, which may lead to weight loss. Abdominal pain, swelling (distention), and food intolerances are common in celiac disease. Inflammation associated with celiac disease may lead to an increased risk of developing certain gastrointestinal cancers such as cancers of the small intestine or esophagus.  Inflammation and poor nutrient absorption may lead to problems affecting many other organs and systems of the body in affected individuals. These health problems may include iron deficiency that results in a low number of red blood cells (anemia), vitamin deficiencies, low bone mineral density (osteoporosis), itchy skin rashes (dermatitis herpetiformis), defects in the enamel of the teeth, chronic fatigue, joint pain, poor growth, delayed puberty, infertility, or repeated miscarriages. Neurological problems have also been associated with celiac disease; these include migraine headaches, depression, attention deficit hyperactivity disorder (ADHD), and recurrent seizures (epilepsy). Many people with celiac disease have one or more of these varied health problems but do not have gastrointestinal symptoms. This form of the condition is called nonclassic celiac disease. Researchers now believe that nonclassic celiac disease is actually more common than the classic form.  Celiac disease often goes undiagnosed because many of its signs and symptoms are nonspecific, which means they may occur in many disorders. Most people who have one or more of these nonspecific health problems do not have celiac disease. On average, a diagnosis of celiac disease is not made until 6 to 10 years after symptoms begin.  Some people have silent celiac disease, in which they have no symptoms of the disorder. However, people with silent celiac disease do have immune proteins in their blood (antibodies) that are common in celiac disease. They also have inflammatory damage to their small intestine that can be detected with a biopsy.  In a small number of cases, celiac disease does not improve with a gluten-free diet and progresses to a condition called refractory sprue. Refractory sprue is characterized by chronic inflammation of the gastrointestinal tract, poor absorption of nutrients, and an increased risk of developing a type of cancer of the immune cells called T-cell lymphoma.) ", https://ghr.nlm.nih.gov/condition/celiac-disease,"Celiac disease is an autoimmune disorder that damages the small intestine and interferes with absorption of nutrients from food. People who have celiac disease cannot tolerate gluten, a substance found in wheat, barley, and rye.",What is (are) celiac disease ? (Also called: celiac sprue; gluten enteropathy; sprue)
86,86,GHR_0000163_Sec2.txt, How many people are affected by celiac disease ? (Also called: celiac sprue; gluten enteropathy; sprue),Celiac disease is a common disorder. Its prevalence has been estimated at about 1 in 100 people worldwide.), https://ghr.nlm.nih.gov/condition/celiac-disease,"* Celiac disease is a common disorder in which the body's immune system attacks its own tissues, specifically the small intestine. The disease is triggered by the ingestion of gluten, a protein found in wheat, barley, and rye. The exact cause of celiac disease is unknown, but it is believed to be an autoimmune disorder in which the body's immune system attacks its own tissues, specifically the small intestine. The disease is triggered by the ingestion of gluten, a protein found in wheat, barley, and rye. The exact cause of celiac disease is unknown, but it is believed to be an autoimmune disorder in which the body's immune system attacks its own tissues, specifically the small intestine. The disease is triggered by the ingestion of gluten, a protein found in wheat, barley, and rye. The exact cause of celiac disease is unknown, but it is believed to be an autoimmune disorder in which the body's immune system attacks its own tissues, specifically the small intestine. The disease is triggered by the ingestion of gluten, a protein found in wheat, barley, and rye. The exact cause of celiac disease is unknown, but it is believed to be an autoimmune disorder in which the body's immune system attacks its own tissues, specifically the small intestine. The disease is triggered by the ingestion of gluten, a protein found in wheat, barley, and rye. The exact cause of celiac disease is unknown, but it is believed to be an autoimmune disorder in which the body's immune system attacks its own tissues, specifically the small intestine. The disease is triggered by the ingestion of gluten, a protein found in wheat, barley, and rye. The exact cause of celiac disease is unknown, but it is believed to be an autoimmune disorder in which the body's immune system attacks its own tissues, specifically the small intestine. The disease is triggered by the ingestion of gluten, a protein found in wheat, barley, and rye. The exact cause of celiac disease is unknown, but it is believed to be an autoimmune disorder in which the body's immune system attacks its own tissues, specifically the small intestine. The disease is triggered by the ingestion of gluten, a protein found in wheat, barley, and rye. The exact cause of celiac disease is unknown, but it is believed to be an autoimmune disorder in which the body's immune system attacks its own tissues, specifically the small intestine. The disease is triggered by the ingestion of gluten, a protein found in wheat, barley, and rye. The", How many people are affected by celiac disease ? (Also called: celiac sprue; gluten enteropathy; sprue)
87,87,GHR_0000163_Sec3.txt,What are the genetic changes related to celiac disease ? (Also called: celiac sprue; gluten enteropathy; sprue),"The risk of developing celiac disease is increased by certain variants of the HLA-DQA1 and HLA-DQB1 genes. These genes provide instructions for making proteins that play a critical role in the immune system. The HLA-DQA1 and HLA-DQB1 genes belong to a family of genes called the human leukocyte antigen (HLA) complex. The HLA complex helps the immune system distinguish the body's own proteins from proteins made by foreign invaders such as viruses and bacteria.  The proteins produced from the HLA-DQA1 and HLA-DQB1 genes attach (bind) to each other to form a functional protein complex called an antigen-binding DQ heterodimer. This complex, which is present on the surface of certain immune system cells, attaches to protein fragments (peptides) outside the cell. If the immune system recognizes the peptides as foreign (such as viral or bacterial peptides), it triggers a response to attack the invading viruses or bacteria.  Celiac disease is associated with an inappropriate immune response to a segment of the gluten protein called gliadin. This inappropriate activation of the immune system causes inflammation that damages the body's organs and tissues and leads to the signs and symptoms of celiac disease.  Almost all people with celiac disease have specific variants of the HLA-DQA1 and HLA-DQB1 genes, which seem to increase the risk of an inappropriate immune response to gliadin. However, these variants are also found in 30 percent of the general population, and only 3 percent of individuals with the gene variants develop celiac disease.  It appears likely that other contributors, such as environmental factors and changes in other genes, also influence the development of this complex disorder.)",https://ghr.nlm.nih.gov/condition/celiac-disease,The genetic changes related to celiac disease are:,What are the genetic changes related to celiac disease ? (Also called: celiac sprue; gluten enteropathy; sprue)
88,88,GHR_0000163_Sec4.txt, Is celiac disease inherited ? (Also called: celiac sprue; gluten enteropathy; sprue),"Celiac disease tends to cluster in families. Parents, siblings, or children (first-degree relatives) of people with celiac disease have between a 4 and 15 percent chance of developing the disorder. However, the inheritance pattern is unknown.)", https://ghr.nlm.nih.gov/condition/celiac-disease,Yes, Is celiac disease inherited ? (Also called: celiac sprue; gluten enteropathy; sprue)
89,89,GHR_0000163_Sec5.txt,What are the treatments for celiac disease ? (Also called: celiac sprue; gluten enteropathy; sprue),"These resources address the diagnosis or management of celiac disease:  - Beth Israel Deaconess: Celiac Center  - Columbia University Celiac Disease Center  - Gene Review: Gene Review: Celiac Disease  - Genetic Testing Registry: Celiac disease  - Massachusetts General Hospital Center for Celiac Research and Treatment  - MedlinePlus Encyclopedia: Celiac Disease Nutritional Considerations  - North American Society for Pediatric Gastroenterology, Hepatology, and Nutrition: Gluten-Free Diet Guide  - University of Chicago Celiac Disease Center   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care)", https://ghr.nlm.nih.gov/condition/celiac-disease,"Celiac disease is a digestive disorder that causes damage to the lining of the small intestine. This damage happens because the immune system attacks food, mistaking it for a harmful invader. People who have celiac disease cannot tolerate gluten. Gluten is a substance found in wheat, rye, and barley. It is used to thicken or hold together foods such as bread, pasta, and cakes. Celiac disease is genetic. This means it runs in families. There is no cure, but you can effectively manage the disease with a gluten-free diet. Symptoms of celiac disease include diarrhea, gas, cramping, bloating, constipation, and nausea. These symptoms are common in people with celiac disease. However, people can have celiac disease and have no symptoms. Celiac disease can cause long-term health problems. It can lead to serious conditions such as malnutrition, osteoporosis, and infertility. If you have celiac disease, you must avoid gluten in all foods and drinks. You should not eat anything made with wheat, rye, or barley. You should also avoid ingredients that come from these grains, such as malt, modified food starch, and hydrolyzed vegetable protein. There are many gluten-free products available. However, not all gluten-free products are safe. Some gluten-free products are made with other grains that can cause problems in people with celiac disease. These include amaranth, buckwheat, and quinoa. You should always check the ingredients of any food or drink before you eat or drink it. Celiac disease is a genetic disease. This means it runs in families. People with celiac disease have a gene that causes them to make antibodies against gluten. These antibodies attack the lining of the small intestine. The damage to the lining can cause symptoms such as diarrhea, gas, cramping, bloating, constipation, and nausea. Celiac disease can also cause long-term health problems. It can lead to serious conditions such as malnutrition, osteoporosis, and infertility. If you have celiac disease, you must avoid gluten in all foods and drinks. You should not eat anything made with wheat, rye, or barley. You should also avoid ingredients that come from these grains, such as malt, modified food starch, and hydrolyzed vegetable protein. There are many gluten-free products available. However, not all gluten-free products are safe. Some gluten-free products are made with other grains that can cause problems in people with celiac disease. These include amaranth,",What are the treatments for celiac disease ? (Also called: celiac sprue; gluten enteropathy; sprue)
90,90,GHR_0000697_Sec1.txt,What is (are) myasthenia gravis ? (Also called: MG),"Myasthenia gravis is a disorder that causes weakness of the skeletal muscles, which are muscles that the body uses for movement. The weakness most often starts in the muscles around the eyes, causing drooping of the eyelids (ptosis) and difficulty coordinating eye movements, which results in blurred or double vision. In a form of the disorder called ocular myasthenia, the weakness remains confined to the eye muscles. In most people with myasthenia gravis, however, additional muscles in the face and neck are affected. Affected individuals may have unusual facial expressions, difficulty holding up the head, speech impairment (dysarthria), and chewing and swallowing problems (dysphagia) that may lead to choking, gagging, or drooling.  Other muscles in the body are also affected in some people with myasthenia gravis. The muscles of the arms and legs may be involved, causing affected individuals to have changes in their gait or trouble with lifting objects, rising from a seated position, or climbing stairs. The muscle weakness tends to fluctuate over time; it typically worsens with activity and improves with rest.  Weakness of the muscles in the chest wall and the muscle that separates the abdomen from the chest cavity (the diaphragm) can cause breathing problems in some people with myasthenia gravis. About 10 percent of people with this disorder experience a potentially life-threatening complication in which these respiratory muscles weaken to the point that breathing is dangerously impaired, and the affected individual requires ventilation assistance. This respiratory failure, called a myasthenic crisis, may be triggered by stresses such as infections or reactions to medications.  People can develop myasthenia gravis at any age. For reasons that are unknown, it is most commonly diagnosed in women younger than age 40 and men older than age 60. It is uncommon in children, but some infants born to women with myasthenia gravis show signs and symptoms of the disorder for the first few days or weeks of life. This temporary occurrence of symptoms is called transient neonatal myasthenia gravis.)",https://ghr.nlm.nih.gov/condition/myasthenia-gravis,"Myasthenia gravis is a condition that causes weakness of the muscles under your control. This includes the muscles in your face, arms, legs, neck, and chest. Myasthenia gravis is an autoimmune disease. This means your immune system attacks a part of your body. In this case, it attacks the receptors for acetylcholine. Acetylcholine is a chemical that sends signals to your muscles. Without enough acetylcholine receptors, your muscles do not receive the signals they need to work properly. Myasthenia gravis is not contagious. This means you cannot catch it from another person. It is not inherited, either. This means your genes do not pass it down to your children.",What is (are) myasthenia gravis ? (Also called: MG)
91,91,MPlusHealthTopics_0000159_Sec1.txt,What is (are) Celiac Disease ? (Also called: Celiac sprue; Gluten-sensitive enteropathy; Nontropical sprue),"Celiac disease is an immune disease in which people can't eat gluten because it will damage their small intestine. If you have celiac disease and eat foods with gluten, your immune system responds by damaging the small intestine. Gluten is a protein found in wheat, rye, and barley. It is found mainly in foods but may also be in other products like medicines, vitamins and supplements, lip balm, and even the glue on stamps and envelopes.    Celiac disease affects each person differently. Symptoms may occur in the digestive system, or in other parts of the body. One person might have diarrhea and abdominal pain, while another person may be irritable or depressed. Irritability is one of the most common symptoms in children. Some people have no symptoms.    Celiac disease is genetic. Blood tests can help your doctor diagnose the disease. Your doctor may also need to examine a small piece of tissue from your small intestine. Treatment is a diet free of gluten.     NIH: National Institute of Diabetes and Digestive and Kidney Diseases) ",https://www.nlm.nih.gov/medlineplus/celiacdisease.html,"Celiac disease is an autoimmune disorder that causes damage to the small intestine. Celiac disease is triggered by consumption of gluten. Gluten is a protein found in wheat, barley, rye and triticale. Celiac disease is hereditary. It is thought to be caused by a combination of genetic, environmental and immune factors. Celiac disease is diagnosed with a blood test and biopsy. It is treated by eliminating gluten from the diet.",What is (are) Celiac Disease ? (Also called: Celiac sprue; Gluten-sensitive enteropathy; Nontropical sprue)
92,92,MPlusDrugs_0001309_Sec1.txt,Who should get Zolmitriptan and why is it prescribed ?,"Zolmitriptan is used to treat the symptoms of migraine headaches (severe throbbing headaches that sometimes are accompanied by nausea and sensitivity to sound and light). Zolmitriptan is in a class of medications called selective serotonin receptor agonists. It works by narrowing blood vessels around the brain, stopping pain signals from being sent to the brain, and blocking the release of certain natural substances that cause pain, nausea, and other symptoms of migraine. Zolmitriptan does not prevent migraine attacks or reduce the number of headaches you have.)", https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601129.html,Zolmitriptan is used to treat acute migraine attacks with or without aura. It should be used only if the headache is accompanied by nausea and vomiting or is not relieved by common analgesics such as acetaminophen or aspirin. The drug should not be used for more than 10 days per month. Zolmitriptan is not used to treat the underlying cause of migraine attacks or for prophylaxis of migraine. Zolmitriptan is also used to treat acute migraine attacks in children and adolescents aged 12 to 17 years.,Who should get Zolmitriptan and why is it prescribed ?
93,93,MPlusDrugs_0001309_Sec7.txt,What to do in case of emergency or overdose of Zolmitriptan ?,"In case of overdose, call your local poison control center at 1-800-222-1222. If the victim has collapsed or is not breathing, call local emergency services at 911. Symptoms of overdose may include:   - extreme drowsiness) ",https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601129.html,"Zolmitriptan is a selective serotonin receptor agonist that is used to treat migraine headaches. It is available in oral and nasal spray formulations. Zolmitriptan is generally well tolerated and has a low potential for abuse. However, serious adverse events have been reported, including myocardial infarction, stroke, and death. The most common adverse events associated with zolmitriptan are dizziness, drowsiness, fatigue, and nausea. In case of emergency or overdose, medical attention should be sought immediately. The emergency department should be notified of the patient's use of zolmitriptan and the nature of the adverse event. The patient should be observed for signs of cardiovascular toxicity, such as chest pain, dyspnea, and hypotension. If necessary, supportive care should be provided, including oxygen therapy, intravenous fluids, and cardiac monitoring. In the event of a serious adverse event, the patient should be referred to a specialist for further evaluation and management.",What to do in case of emergency or overdose of Zolmitriptan ?
94,94,MPlusDrugs_0001309_Sec8.txt,What other information should I know about Zolmitriptan ?,"Keep all appointments with your doctor. Your blood pressure should be checked regularly.  You should keep a headache diary by writing down when you have headaches and when you take zolmitriptan.  Do not let anyone else take your medication. Ask your pharmacist any questions you have about refilling your prescription.  It is important for you to keep a written list of all of the prescription and nonprescription (over-the-counter) medicines you are taking, as well as any products such as vitamins, minerals, or other dietary supplements. You should bring this list with you each time you visit a doctor or if you are admitted to a hospital. It is also important information to carry with you in case of emergencies.)", https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601129.html,Zolmitriptan is a serotonin 5-HT1D/1B receptor agonist used for the acute treatment of migraine headaches. Zolmitriptan is available as a tablet and as a nasal spray. Zolmitriptan is used for the acute treatment of migraine headaches. It is not used for the prevention of migraine headaches. Zolmitriptan is used for the acute treatment of migraine headaches. It is not used for the prevention of migraine headaches. Zolmitriptan is a selective agonist of 5-HT1D and 5-HT1B receptors. It is used for the acute treatment of migraine headaches. Zolmitriptan is a selective agonist of 5-HT1D and 5-HT1B receptors. It is used for the acute treatment of migraine headaches. Zolmitriptan is a selective agonist of 5-HT1D and 5-HT1B receptors. It is used for the acute treatment of migraine headaches. Zolmitriptan is a selective agonist of 5-HT1D and 5-HT1B receptors. It is used for the acute treatment of migraine headaches. Zolmitriptan is a selective agonist of 5-HT1D and 5-HT1B receptors. It is used for the acute treatment of migraine headaches. Zolmitriptan is a selective agonist of 5-HT1D and 5-HT1B receptors. It is used for the acute treatment of migraine headaches. Zolmitriptan is a selective agonist of 5-HT1D and 5-HT1B receptors. It is used for the acute treatment of migraine headaches. Zolmitriptan is a selective agonist of 5-HT1D and 5-HT1B receptors. It is used for the acute treatment of migraine headaches. Zolmitriptan is a selective agonist of 5-HT1D and 5-HT1B receptors. It is used for the acute treatment of migraine headaches. Zolmitriptan is a selective agonist of 5-HT1D and 5-HT1B receptors. It is used for the acute treatment of migraine headaches. Zolmitriptan is a selective agonist of 5-HT1D and 5-HT1B receptors. It is used for the acute treatment of migraine headaches. Zolmitriptan is a selective agonist of 5-HT1,What other information should I know about Zolmitriptan ?
95,95,MPlusDrugs_0001309_Sec9.txt, What are the brand names of Zolmitriptan ?, - Zomig  - Zomig-ZMT,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601129.html,"Zomig, Axert, Zomig-ZMT", What are the brand names of Zolmitriptan ?
96,96,MPlusDrugs_0001310_Sec8.txt,What other information should I know about Zolmitriptan Nasal Spray ?,"Keep all appointments with your doctor. Your blood pressure should be checked regularly.  You should keep a headache diary by writing down when you have headaches and when you use zolmitriptan nasal spray.  Do not let anyone else use your medication. Ask your pharmacist any questions you have about refilling your prescription.  It is important for you to keep a written list of all of the prescription and nonprescription (over-the-counter) medicines you are taking, as well as any products such as vitamins, minerals, or other dietary supplements. You should bring this list with you each time you visit a doctor or if you are admitted to a hospital. It is also important information to carry with you in case of emergencies.)", https://www.nlm.nih.gov/medlineplus/druginfo/meds/a605046.html,Zolmitriptan Nasal Spray is used to treat migraine headaches. It is only used to treat a headache that has already started. Zolmitriptan Nasal Spray is not used to prevent or to reduce the number of migraine headaches. Zolmitriptan Nasal Spray is a medicine that is used to treat a migraine headache. It is a prescription drug that is available as a nasal spray. It is a selective 5-HT1B/1D receptor agonist. It is used to treat migraine headaches. It is not used to prevent or reduce the number of migraine headaches. Zolmitriptan Nasal Spray is used to treat migraine headaches. It is only used to treat a headache that has already started. Zolmitriptan Nasal Spray is not used to prevent or to reduce the number of migraine headaches. Zolmitriptan Nasal Spray is a medicine that is used to treat a migraine headache. It is a prescription drug that is available as a nasal spray. It is a selective 5-HT1B/1D receptor agonist. It is used to treat migraine headaches. It is not used to prevent or reduce the number of migraine headaches. Zolmitriptan Nasal Spray is used to treat migraine headaches. It is only used to treat a headache that has already started. Zolmitriptan Nasal Spray is not used to prevent or to reduce the number of migraine headaches. Zolmitriptan Nasal Spray is a medicine that is used to treat a migraine headache. It is a prescription drug that is available as a nasal spray. It is a selective 5-HT1B/1D receptor agonist. It is used to treat migraine headaches. It is not used to prevent or reduce the number of migraine headaches. Zolmitriptan Nasal Spray is used to treat migraine headaches. It is only used to treat a headache that has already started. Zolmitriptan Nasal Spray is not used to prevent or to reduce the number of migraine headaches. Zolmitriptan Nasal Spray is a medicine that is used to treat a migraine headache. It is a prescription drug that is available as a nasal spray. It is a selective 5-HT1B/1D receptor agonist. It is used to treat migraine headaches. It is not used to prevent or reduce the number of migraine headaches. Zolmitriptan Nasal Spray is used to treat migraine headaches.,What other information should I know about Zolmitriptan Nasal Spray ?
97,97,MPlusHealthTopics_0000407_Sec1.txt, What is (are) Gluten Sensitivity ? (Also called: Gluten Intolerance),"Gluten is a protein found in wheat, rye, and barley. It is found mainly in foods but may also be in other products like medicines, vitamins, and supplements. People with gluten sensitivity have problems with gluten. It is different from celiac disease, an immune disease in which people can't eat gluten because it will damage their small intestine.    Some of the symptoms of gluten sensitivity are similar to celiac disease. They include tiredness and stomachaches. It can cause other symptoms too, including muscle cramps and leg numbness. But it does not damage the small intestine like celiac disease.    Researchers are still learning more about gluten sensitivity. If your health care provider thinks you have it, he or she may suggest that you stop eating gluten to see if your symptoms go away. However, you should first be tested to rule out celiac disease.    Dept. of Health and Human Services Office on Women's Health)",https://www.nlm.nih.gov/medlineplus/glutensensitivity.html,"Gluten sensitivity is an immune reaction to gluten. It is a condition in which the body has trouble digesting gluten, a protein found in wheat, barley, and rye. Gluten sensitivity is different from celiac disease, which is an autoimmune disorder that damages the small intestine and prevents it from absorbing nutrients. People with gluten sensitivity may experience digestive symptoms such as bloating, gas, diarrhea, and abdominal pain. They may also experience skin problems such as eczema and dermatitis herpetiformis, a chronic skin condition that causes itchy, burning, and blistering skin lesions. Some people with gluten sensitivity may also experience fatigue, headaches, and joint pain. The diagnosis of gluten sensitivity is made based on a person's symptoms and a negative celiac disease test. Treatment for gluten sensitivity involves avoiding foods that contain gluten and may include the use of probiotics or other supplements to improve gut health.<|end_of_text|>", What is (are) Gluten Sensitivity ? (Also called: Gluten Intolerance)
98,98,MPlusDrugs_0001309_Sec2.txt, How should Zolmitriptan be used and what is the dosage ?,"Zolmitriptan comes as a tablet and an orally disintegrating tablet (tablet that dissolves quickly in the mouth) to take by mouth. It is usually taken at the first sign of a migraine headache. If your symptoms improve after you take zolmitriptan but return after 2 hours or longer, you may take a second tablet. However, if your symptoms do not improve after you take zolmitriptan, do not take a second tablet without calling your doctor. Your doctor will tell you the maximum number of tablets or orally disintegrating tablets you may take in a 24-hour period. Follow the directions on your prescription label carefully, and ask your doctor or pharmacist to explain any part you do not understand. Take zolmitriptan exactly as directed. Do not take more or less of it or take it more often than prescribed by your doctor.  You may take your first dose of zolmitriptan in a doctor's office or other medical facility where you can be monitored for serious reactions.  If your doctor has prescribed a dose lower than 2.5 mg, you may use your fingers to break the 2.5-mg tablet on the line that divides it in half. However, you should not break or split the orally disintegrating tablet.  To take the orally disintegrating tablet, use dry hands to peel back the foil packaging. Immediately take out the tablet and place it on your tongue. The tablet will quickly dissolve and can be swallowed with saliva. No water is needed to swallow disintegrating tablets. Do not open the foil packaging or remove the orally disintegrating tablet until just before you are ready to take it.  Call your doctor if your headaches do not get better or occur more frequently after taking zolmitriptan.  If you take zolmitriptan more often or for longer than the recommended period of time, your headaches may get worse or may occur more frequently. You should not take zolmitriptan or any other headache medication for more than 10 days per month. Call your doctor if you need to take zolmitriptan to treat more than three headaches in a 1-month period.  Ask your pharmacist or doctor for a copy of the manufacturer's information for the patient.)",https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601129.html,"Zolmitriptan is a serotonin 5-HT1 receptor agonist that is used to treat acute migraine attacks with or without aura. It is also used to prevent migraine headaches. Zolmitriptan is available as a tablet, nasal spray, and oral dissolving tablet (ODT).", How should Zolmitriptan be used and what is the dosage ?
99,99,MPlusDrugs_0001309_Sec5.txt,What are the side effects or risks of Zolmitriptan ?," Zolmitriptan may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:   - feeling warm or cold  - drowsiness  - dry mouth  - nausea  - heartburn  - sweating  - dizziness or faintness  Some side effects can be serious. If you experience any of these symptoms, call your doctor immediately or get emergency medical treatment:   - pain, tightness, pressure, or heaviness in the chest, throat, neck, or jaw  - slow or difficult speech  - weakness or numbness of an arm or leg  - fast, pounding, or irregular heartbeat  - bloody diarrhea  - sudden or severe stomach pain  - paleness or blue color of the fingers and toes  - shortness of breath  - swelling of the eyes, face, lips, tongue, or throat  - difficulty breathing or swallowing  - hoarseness  - rash  - hives  - pain, burning, or tingling in the hands or feet   If you experience a serious side effect, you or your doctor may send a report to the Food and Drug Administration's (FDA) MedWatch Adverse Event Reporting program online (http://www.fda.gov/Safety/MedWatch) or by phone (1-800-332-1088).) ", https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601129.html,"Zolmitriptan is a prescription drug that is not FDA approved for the treatment of migraines. Zolmitriptan is a selective serotonin receptor agonist, which works by binding to serotonin receptors in the brain. This binding reduces the release of neuropeptides, which are chemicals that cause pain and inflammation. Zolmitriptan is a prescription drug that is not FDA approved for the treatment of migraines. Zolmitriptan is a selective serotonin receptor agonist, which works by binding to serotonin receptors in the brain. This binding reduces the release of neuropeptides, which are chemicals that cause pain and inflammation.",What are the side effects or risks of Zolmitriptan ?
100,100,MPlusHealthTopics_0000035_Sec1.txt,What is (are) Anesthesia ?,"If you are having surgery, your doctor will give you medicine called an anesthetic. Anesthetics reduce or prevent pain. There are three main types:       - Local - numbs one small area of the body. You stay awake and alert.    - Regional - blocks pain in an area of the body, such an arm or leg. A common type is epidural anesthesia, which is often used during childbirth.    - General - makes you unconscious. You do not feel any pain, and you do not remember the procedure afterwards.       You may also get a mild sedative to relax you. You stay awake but may not remember the procedure afterwards. Sedation can be used with or without anesthesia.    The type of anesthesia or sedation you get depends on many factors. They include the procedure you are having and your current health.)",https://www.nlm.nih.gov/medlineplus/anesthesia.html,"Anesthesia is a state of temporary loss of sensation, especially pain, induced by a drug or other means. It is most often used for surgical procedures. The word comes from the Greek ἀ Anaesthesia and σθῆσις stasis, meaning ""without feeling"". It is also called anaesthesia in British English and anaesthetic in Canadian English.",What is (are) Anesthesia ?
101,101,ADAM_0003672_Sec1.txt,Do you have information about Spinal and epidural anesthesia (Also called: Intraspinal anesthesia; Subarachnoid anesthesia; Epidural; Peridural anesthesia),"Summary : Spinal and epidural anesthesia are medicines that numb parts of your body to block pain. They are given through shots in or around the spine.Description : The doctor who gives you epidural or spinal anesthesia is called an anesthesiologist.  First, the area of your back where the needle is inserted is cleaned with a special solution. The area may also be numbed with a local anesthetic.  You'll likely receive fluids through an intravenous line (IV) in a vein. You may receive medicine through the IV to help you relax or sleep lightly.  For an epidural:  - The doctor injects medicine just outside of the sac of fluid around your spinal cord. This is called the epidural space.  - The medicine numbs, or blocks feeling in a certain part of your body so that you cannot feel pain. The medicine begins to take effect in about 10 to 20 minutes. It works well for longer procedures. Women often have an epidural during childbirth.  - A small tube (catheter) is often left in place. You can receive more medicine through the catheter to help control your pain during or after your procedure.   For a spinal:  - The doctor injects medicine into the fluid in your spinal cord. This is usually done only once, so you will not need to have a catheter placed.  - The medicine begins to take effect right away. It works well for shorter and simpler procedures.   Your pulse, blood pressure and oxygen level in your bloodare checked during the procedure. After the procedure, you will have a bandage where the needle was inserted. Why the Procedure is Performed : Spinal and epidural anesthesia have fewer side effects and risks than general anesthesia (asleep and pain-free). Patients usually recover their senses much faster. Sometimes, they have to wait for the anesthetic to wear off so they can walk.  Spinal anesthesia is often used for genital, urinary tract, or lower body procedures.  Epidural anesthesia is often used during labor and delivery, and surgery in the pelvis and legs.  Epidural and spinal anesthesia are often used when:  - The procedure or labor is too painful without any pain medicine.  - The procedure is in the belly, legs, or feet.  - Your body can remain in a comfortable position during your procedure.  - You want fewer systemic side effects and a shorter recovery than you would have from general anesthesia.Risks : Spinal and epidural anesthesia are generally safe. Ask your doctor about these possible complications:  - Allergic reaction to the anesthesia used  - Bleeding around the spinal column (hematoma)  - Difficulty urinating  - Drop in blood pressure  - Infection in your spine (meningitis or abscess)  - Nerve damage  - Seizures (this is rare)  - Severe headache Before the Procedure : Tell your doctor or nurse:  - If you are or could be pregnant  - What medicines you are taking, including medicines, supplements, or herbs you bought without a prescription   During the days before the procedure:  - Tell your doctor about any allergies or health conditions you have, what medicines you are taking, and what anesthesia or sedation you have had before.  - If your procedure is planned, you may be asked to stop taking aspirin, ibuprofen (Advil, Motrin), warfarin (Coumadin), and any other medicines that make it hard for your blood to clot.  - Ask your doctor which medicines you should still take on the day of your procedure.  - Arrange for a responsible adult to drive you to and from the hospital or clinic.  - If you smoke, try to stop. Ask your doctor or nurse for help quitting.   On the day of the procedure:  - You may be told not to drink or eat anything after midnight the night before the surgery.  - Do not drink alcohol the night before and the day of your procedure.  - Take the medicines your doctor told you to take with a small sip of water.  - Your doctor or nurse will tell you what time to arrive at the hospital. Be sure to arrive on time. After the Procedure : After an epidural, the catheter in your back is removed. You lie in bed until you have feeling in your legs and can walk. You may feel sick to your stomach and be dizzy. You may be tired.  After spinal anesthesia, you lie flat in bed for a few hours to keep you from getting a headache. You may feel sick to your stomach and be dizzy. You may be tired. Outlook (Prognosis) : Most people feel no pain during spinal and epidural anesthesia and recover fully.)",https://medlineplus.gov/ency/article/007413.htm,Spinal and epidural anesthesia is a technique for pain control during surgery or childbirth. It involves injecting a local anesthetic into the spinal cord. This blocks the transmission of pain signals from the nerves to the brain. The anesthetic can be injected into the epidural space (the area between the spinal cord and the membrane covering the spinal cord) or into the subarachnoid space (the area inside the spinal cord).<|end_of_text|>,What is  Spinal and epidural anesthesia? (Also called: Intraspinal anesthesia; Subarachnoid anesthesia; Epidural; Peridural anesthesia)
